"","TLC","Station_Name","Entries.and.exits...Full.price.tickets","Entries.and.exits...Reduced.price.tickets","Entries.and.exits...Season.tickets","Tickets_Sold","Rank_Tickets","Interchanges","Main_OD","NLC","Region","Station_Owner","TRUE.","FALSE.","Route_Name"
"1727","HYW","Hinchley Wood",83818,80362,52548,216728,1207,0,"London Waterloo",5591,"South East","South Western Railway",0,1,"New Guildford Line"
"1728","IFD","Ilford",2620714,4792410,1337438,8750562,43,80,"Stratford (London)",6881,"London","Elizabeth line",1,0,"Great Eastern Main Line"
"1729","IFD","Ilford",2620714,4792410,1337438,8750562,43,80,"Stratford (London)",6881,"London","Elizabeth line",1,0,"Elizabeth Line"
"1730","IFI","Ifield",67560,96050,68550,232160,1167,0,"Horsham",5495,"South East","Govia Thameslink Railway (Southern)",0,1,"Arun Valley Line"
"1731","IGD","Invergordon",15444,2318,996,18758,2225,0,"Inverness",8648,"Scotland","ScotRail",0,1,"Far North Line"
"1732","ILK","Ilkley",378776,364714,375210,1118700,401,0,"Leeds",8568,"Yorkshire and The Humber","Northern Trains",0,1,"Wharfedale Line"
"1733","ILN","Ilkeston",78800,43454,5258,127512,1498,0,"Nottingham",7783,"East Midlands","East Midlands Railway",0,1,"Erewash Valley Line"
"1734","ILN","Ilkeston",78800,43454,5258,127512,1498,0,"Nottingham",7783,"East Midlands","East Midlands Railway",0,1,"Trowell to Kirkby Line"
"1735","IMW","Imperial Wharf",945076,1201314,560540,2706930,168,0,"Shepherd's Bush",9586,"London","London Overground",1,0,"West London line"
"1736","IMW","Imperial Wharf",945076,1201314,560540,2706930,168,0,"Shepherd's Bush",9586,"London","London Overground",1,0,"West London Line"
"1737","INC","Ince (Manchester)",10914,7086,5720,23720,2170,0,"Manchester Piccadilly",2236,"North West","Northern Trains",0,1,"Windsor Bridge North Junction (Salford Crescent) and Southport Line"
"1738","INE","Ince and Elton (Cheshire)",124,6,0,130,2568,0,"Warrington Bank Quay",2122,"North West","Northern Trains",0,1,"Ellesmere Port to Warrington Line"
"1739","ING","Invergowrie",8180,1742,414,10336,2322,0,"Dundee",8778,"Scotland","ScotRail",0,1,"Tay Coast Line"
"1740","INH","Invershin",160,72,0,232,2560,0,"Inverness",8614,"Scotland","ScotRail",0,1,"Far North Line"
"1741","INK","Inverkeithing",241984,459378,44876,746238,581,32181,"Edinburgh",9136,"Scotland","ScotRail",0,1,"Fife Circle Line"
"1742","INP","Inverkip",17354,34174,6162,57690,1888,0,"Glasgow Central",9646,"Scotland","ScotRail",0,1,"Wemyss Bay Line"
"1743","INR","Inverurie",119190,133494,35672,288356,1038,0,"Aberdeen",8924,"Scotland","ScotRail",0,1,"Aberdeen to Inverness Line"
"1744","INR","Inverurie",119190,133494,35672,288356,1038,0,"Aberdeen",8924,"Scotland","ScotRail",0,1,"Aberdeen and Inverness Line"
"1745","INS","Insch",28016,20024,4308,52348,1935,0,"Aberdeen",8922,"Scotland","ScotRail",0,1,"Aberdeen to Inverness Line"
"1746","INT","Ingatestone",255942,132988,293860,682790,624,0,"London Liverpool Street",6882,"East of England","Greater Anglia",0,1,"Great Eastern Main Line"
"1747","INV","Inverness",312292,647990,14526,974808,460,38939,"Edinburgh",8649,"Scotland","ScotRail",1,0,"Highland Main Line"
"1748","INV","Inverness",312292,647990,14526,974808,460,38939,"Edinburgh",8649,"Scotland","ScotRail",1,0,"Far North Line"
"1749","IPS","Ipswich",549326,1742224,391024,2682574,169,588347,"London Liverpool Street",7217,"East of England","Greater Anglia",1,0,"Great Eastern Main Line"
"1750","IPS","Ipswich",549326,1742224,391024,2682574,169,588347,"London Liverpool Street",7217,"East of England","Greater Anglia",1,0,"Liverpool Street and Norwich Line"
"1751","IRL","Irlam",105432,68968,55640,230040,1175,0,"Manchester Oxford Road",2817,"North West","Northern Trains",0,1,"Manchester and Allerton Junction Line"
"1752","IRV","Irvine",155638,337152,57740,550530,725,0,"Glasgow Central",9508,"Scotland","ScotRail",0,1,"Ayrshire Coast Line"
"1753","ISL","Isleworth",268100,284998,227206,780304,559,0,"London Waterloo",5592,"London","South Western Railway",0,1,"Hounslow Loop Line"
"1754","ISP","Islip",8538,12336,5164,26038,2146,0,"Oxford",3110,"South East","Chiltern Railways",0,1,"Oxford Branch"
"1755","IVR","Iver",85398,124568,54974,264940,1088,0,"London Paddington",3170,"South East","Elizabeth line",1,0,"Great Western Main Line"
"1756","IVR","Iver",85398,124568,54974,264940,1088,0,"London Paddington",3170,"South East","Elizabeth line",1,0,"Elizabeth line"
"1757","IVY","Ivybridge",9102,76842,14956,100900,1630,0,"Plymouth",3555,"South West","Great Western Railway",0,1,"Great Western Railway"
"1758","IVY","Ivybridge",9102,76842,14956,100900,1630,0,"Plymouth",3555,"South West","Great Western Railway",0,1,"South Devon Main Line"
"1759","JCH","James Cook University Hospital",12846,20752,3522,37120,2049,0,"Middlesbrough",9507,"North East","Northern Trains",0,1,"Esk Valley Line"
"1760","JEQ","Jewellery Quarter",122968,116344,81272,320584,973,0,"Birmingham Moor Street",1097,"West Midlands","West Midlands Trains (West Midlands Railway)",0,1,"Didcot and Chester Line"
"1761","JEQ","Jewellery Quarter",122968,116344,81272,320584,973,0,"Birmingham Moor Street",1097,"West Midlands","West Midlands Trains (West Midlands Railway)",0,1,"Midland Metro"
"1762","JHN","Johnstone (Renfrewshire)",238914,461716,120806,821436,532,0,"Glasgow Central",9648,"Scotland","ScotRail",0,1,"Ayr Line"
"1763","JHN","Johnstone (Renfrewshire)",238914,461716,120806,821436,532,0,"Glasgow Central",9648,"Scotland","ScotRail",0,1,"Ayrshire Coast Line"
"1764","JOH","Johnston (Pembs)",3098,3110,0,6208,2379,0,"Cardiff Central",4081,"Wales","TfW Rail",0,1,"Milford Railway"
"1765","JOH","Johnston (Pembs)",3098,3110,0,6208,2379,0,"Cardiff Central",4081,"Wales","TfW Rail",0,1,"South Wales Main Line"
"1766","JOR","Jordanhill",52762,124040,14750,191552,1274,0,"Glasgow Central",9995,"Scotland","ScotRail",0,1,"Hyndland West Curve"
"1767","JOR","Jordanhill",52762,124040,14750,191552,1274,0,"Glasgow Central",9995,"Scotland","ScotRail",0,1,"North Clyde Line"
"1768","KBC","Kinbrace",300,136,0,436,2547,0,"Inverness",8653,"Scotland","ScotRail",0,1,"Far North Line"
"1769","KBF","Kirkby-In-Furness",3936,10516,1252,15704,2254,0,"Barrow-In-Furness",1959,"North West","Northern Trains",0,1,"Cumbrian Coast Line"
"1770","KBK","Kents Bank",3824,17130,3984,24938,2159,0,"Ulverston",1966,"North West","Northern Trains",0,1,"Furness Line"
"1771","KBN","Kilburn High Road",136378,411828,94110,642316,641,0,"London Euston",1415,"London","London Overground",1,0,"West Coast Main Line"
"1772","KBN","Kilburn High Road",136378,411828,94110,642316,641,0,"London Euston",1415,"London","London Overground",1,0,"Watford DC line"
"1773","KBN","Kilburn High Road",136378,411828,94110,642316,641,0,"London Euston",1415,"London","London Overground",1,0,"Bakerloo Line"
"1774","KBW","Knebworth",171388,164236,67880,403504,861,0,"London Kings Cross",6088,"East of England","Govia Thameslink Railway (Great Northern)",0,1,"East Coast Main Line"
"1775","KBX","Kirby Cross",12040,19844,17024,48908,1951,0,"Colchester",6862,"East of England","Greater Anglia",0,1,"Sunshine Coast Line"
"1776","KCK","Knockholt",60768,54466,22060,137294,1467,0,"London Bridge",5109,"London","Southeastern",0,1,"South Eastern Main Line"
"1777","KDB","Kidbrooke",446604,486186,268168,1200958,370,0,"London Bridge",5108,"London","Southeastern",0,1,"Bexleyheath Line"
"1778","KDG","Kidsgrove",82128,127774,14484,224386,1194,16881,"Manchester Piccadilly",1229,"West Midlands","East Midlands Railway",0,1,"Stafford to Manchester Line"
"1779","KDY","Kirkcaldy",189818,421378,31046,642242,642,2124,"Edinburgh",9145,"Scotland","ScotRail",0,1,"Fife Circle Line"
"1780","KEH","Keith",20420,35118,410,55948,1902,0,"Aberdeen",8925,"Scotland","ScotRail",0,1,"Aberdeen to Inverness Line"
"1781","KEI","Keighley",409372,607890,273346,1290608,352,832,"Leeds",8468,"Yorkshire and The Humber","Northern Trains",0,1,"Airedale Line"
"1782","KEL","Kelvedon",102808,185816,193482,482106,800,0,"London Liverpool Street",6838,"East of England","Greater Anglia",0,1,"Great Eastern Main Line"
"1783","KEM","Kemble",22004,306510,24324,352838,932,0,"London Paddington",3325,"South West","Great Western Railway",0,1,"Golden Valley Line"
"1784","KEN","Kendal",16492,113108,22930,152530,1408,0,"Windermere",1976,"North West","Northern Trains",0,1,"Lakes Line"
"1785","KET","Kettering",131774,691588,184538,1007900,449,369017,"London St Pancras International",1857,"East Midlands","East Midlands Railway",1,0,"Midland Main Line"
"1786","KEY","Keyham",2952,8338,2240,13530,2280,0,"Plymouth",3571,"South West","Great Western Railway",0,1,"The Cornish Main Line"
"1787","KEY","Keyham",2952,8338,2240,13530,2280,0,"Plymouth",3571,"South West","Great Western Railway",0,1,"Devonport Dockyard Branch"
"1788","KGE","Kingsknowe",11660,8414,230,20304,2207,0,"Edinburgh",9217,"Scotland","ScotRail",0,1,"Edinburgh and Carstairs Line"
"1789","KGE","Kingsknowe",11660,8414,230,20304,2207,0,"Edinburgh",9217,"Scotland","ScotRail",0,1,"Edinburgh to Glasgow via Shotts"
"1790","KGH","Kinghorn",27660,37344,4612,69616,1798,0,"Edinburgh",9142,"Scotland","ScotRail",0,1,"Fife Circle Line"
"1791","KGL","Kings Langley",156482,173720,52038,382240,887,0,"London Euston",1392,"East of England","West Midlands Trains (London Northwestern Railway)",0,1,"West Coast Main Line"
"1792","KGM","Kingham",27040,166772,12458,206270,1231,0,"London Paddington",3008,"South East","Great Western Railway",0,1,"Cotswold Line"
"1793","KGN","Kings Nympton",900,1492,1516,3908,2423,0,"Exeter Central",5823,"South West","Great Western Railway",0,1,"Tarka Line"
"1794","KGP","Kings Park",38984,91280,16834,147098,1427,0,"Glasgow Central",9817,"Scotland","ScotRail",0,1,"Cathcart North Curve"
"1795","KGP","Kings Park",38984,91280,16834,147098,1427,0,"Glasgow Central",9817,"Scotland","ScotRail",0,1,"Kirkhill Line"
"1796","KGS","Kings Sutton",20304,27988,6290,54582,1914,0,"Banbury",4508,"East Midlands","Chiltern Railways",0,1,"Chiltern Main Line"
"1797","KGT","Kilgetty",8766,3586,0,12352,2296,0,"Tenby",4083,"Wales","TfW Rail",0,1,"Pembroke & Tenby Railway"
"1798","KGX","London Kings Cross",589830,21621950,1075634,23287414,15,1694039,"Cambridge",6121,"London","Network Rail",1,0,"Piccadilly Line"
"1799","KGX","London Kings Cross",589830,21621950,1075634,23287414,15,1694039,"Cambridge",6121,"London","Network Rail",1,0,"East Coast Main Line"
"1800","KGX","London Kings Cross",589830,21621950,1075634,23287414,15,1694039,"Cambridge",6121,"London","Network Rail",1,0,"Northern Line"
"1801","KGX","London Kings Cross",589830,21621950,1075634,23287414,15,1694039,"Cambridge",6121,"London","Network Rail",1,0,"Victoria Line"
"1802","KGX","London Kings Cross",589830,21621950,1075634,23287414,15,1694039,"Cambridge",6121,"London","Network Rail",1,0,"Circle, Hammersmith & City and Metropolitan Lines"
"1803","KID","Kidderminster",218080,366910,330896,915886,494,0,"Birmingham Moor Street",4581,"West Midlands","West Midlands Trains (West Midlands Railway)",0,1,"Stourbridge Junction to Kidderminster"
"1804","KID","Kidderminster",218080,366910,330896,915886,494,0,"Birmingham Moor Street",4581,"West Midlands","West Midlands Trains (West Midlands Railway)",0,1,"Stourbridge Juntion to Kidderminster"
"1805","KIL","Kildonan",128,20,0,148,2566,0,"Helmsdale",8652,"Scotland","ScotRail",0,1,"Far North Line"
"1806","KIN","Kingussie",16424,16456,98,32978,2085,0,"Inverness",8655,"Scotland","ScotRail",0,1,"Highland Main Line"
"1807","KIR","Kirkby (Merseyside)",242862,1336768,481344,2060974,231,14106,"Liverpool Central",2124,"North West","Merseyrail",0,1,"Merseyrail Northern Line"
"1808","KIT","Kintbury",11490,40690,13014,65194,1832,0,"Newbury",3073,"South East","Great Western Railway",0,1,"Reading to Taunton line"
"1809","KIV","Kiveton Bridge",23562,23238,6714,53514,1926,0,"Sheffield",6401,"Yorkshire and The Humber","Northern Trains",0,1,"Sheffield to Lincoln Line"
"1810","KKB","Kirkby-in-Ashfield",64408,33524,8454,106386,1595,0,"Nottingham",1867,"East Midlands","East Midlands Railway",0,1,"Robin Hood Line"
"1811","KKB","Kirkby-in-Ashfield",64408,33524,8454,106386,1595,0,"Nottingham",1867,"East Midlands","East Midlands Railway",0,1,"Trowell to Kirkby Line"
"1812","KKD","Kirkdale",271602,510110,252074,1033786,440,125710,"Liverpool Central",2245,"North West","Merseyrail",0,1,"Merseyrail Northern Line"
"1813","KKD","Kirkdale",271602,510110,252074,1033786,440,125710,"Liverpool Central",2245,"North West","Merseyrail",0,1,"Seaforth Container Terminal Branch"
"1814","KKD","Kirkdale",271602,510110,252074,1033786,440,125710,"Liverpool Central",2245,"North West","Merseyrail",0,1,"Hunts Cross to Southport Line"
"1815","KKH","Kirkhill",17186,37422,3520,58128,1884,0,"Glasgow Central",9771,"Scotland","ScotRail",0,1,"Kirkhill Line"
"1816","KKH","Kirkhill",17186,37422,3520,58128,1884,0,"Glasgow Central",9771,"Scotland","ScotRail",0,1,"West Coast Main Line"
"1817","KKM","Kirkham and Wesham",65560,222312,27014,314886,986,22264,"Preston (Lancs)",2668,"North West","Northern Trains",0,1,"Preston and Blackpool North Branch"
"1818","KKN","Kirknewton",20586,18380,784,39750,2028,0,"Edinburgh",9230,"Scotland","ScotRail",0,1,"Edinburgh to Glasgow via Shotts"
"1819","KKS","Kirk Sandall",16222,22304,10824,49350,1949,0,"Doncaster",6527,"Yorkshire and The Humber","Northern Trains",0,1,"Sheffield to Hull Line"
"1820","KLD","Kildale",110,1262,0,1372,2492,0,"Whitby",7516,"Yorkshire and The Humber","Northern Trains",0,1,"Esk Valley Line"
"1821","KLF","Kirkstall Forge",121254,73544,55150,249948,1122,0,"Leeds",6544,"Yorkshire and The Humber","Northern Trains",0,1,"Airedale and Wharfedale lines"
"1822","KLM","Kilmaurs",19732,34154,4416,58302,1883,0,"Glasgow Central",9516,"Scotland","ScotRail",0,1,"Glasgow Barrhead and Kilmarnock Line"
"1823","KLN","Kings Lynn",159618,537382,60034,757034,574,747,"London Kings Cross",7115,"East of England","Govia Thameslink Railway (Great Northern)",1,0,"Fen Line"
"1824","KLY","Kenley",93560,114142,39084,246786,1127,0,"London Bridge",5419,"London","Govia Thameslink Railway (Southern)",0,1,"East Grinstead Line"
"1825","KLY","Kenley",93560,114142,39084,246786,1127,0,"London Bridge",5419,"London","Govia Thameslink Railway (Southern)",0,1,"Purley and Caterham Line"
"1826","KMH","Kempston Hardwick",2152,2164,142,4458,2409,0,"Bedford",1384,"East of England","West Midlands Trains (London Northwestern Railway)",0,1,"Marston Vale Line"
"1827","KMK","Kilmarnock",117886,220432,17096,355414,926,5383,"Glasgow Central",9512,"Scotland","ScotRail",0,1,"Glasgow Barrhead and Kilmarnock Line"
"1828","KMK","Kilmarnock",117886,220432,17096,355414,926,5383,"Glasgow Central",9512,"Scotland","ScotRail",0,1,"Barassie and Kilmarnock Line"
"1829","KMK","Kilmarnock",117886,220432,17096,355414,926,5383,"Glasgow Central",9512,"Scotland","ScotRail",0,1,"Glasgow South Western Line"
"1830","KML","Kemsley",58928,38986,55626,153540,1402,0,"Sittingbourne",5205,"South East","Southeastern",0,1,"Sheerness Line"
"1831","KMP","Kempton Park Racecourse",11622,26760,384,38766,2035,0,"London Waterloo",5678,"South East","South Western Railway",0,1,"Shepperton Line"
"1832","KMS","Kemsing",6848,4536,766,12150,2299,0,"London Victoria",5079,"South East","Southeastern",0,1,"Kent Downs Line"
"1833","KNA","Knaresborough",96574,313082,54068,463724,814,0,"York",8214,"Yorkshire and The Humber","Northern Trains",0,1,"Harrogate Line"
"1834","KND","Kingswood",58170,56338,20166,134674,1476,0,"London Bridge",5366,"South East","Govia Thameslink Railway (Southern)",0,1,"Tattenham Corner Line"
"1835","KNE","Kennett",21018,13206,9558,43782,1992,0,"Cambridge",7011,"East of England","Greater Anglia",0,1,"Ipswich to Ely Line"
"1836","KNF","Knutsford",101392,123214,97356,321962,969,0,"Manchester Piccadilly",2848,"North West","Northern Trains",0,1,"Mid-Cheshire Line"
"1837","KNG","Kingston",1188024,2031808,424078,3643910,125,0,"London Waterloo",5565,"London","South Western Railway",1,0,"Kingston Loop Line"
"1838","KNI","Knighton",8084,5318,180,13582,2279,0,"Shrewsbury",4206,"West Midlands","TfW Rail",0,1,"Heart of Wales Line"
"1839","KNL","Kensal Green",273166,594576,105946,973688,463,0,"Queens Park (London)",1447,"London","London Underground",1,0,"West Coast Main Line"
"1840","KNL","Kensal Green",273166,594576,105946,973688,463,0,"Queens Park (London)",1447,"London","London Underground",1,0,"Bakerloo Line"
"1841","KNL","Kensal Green",273166,594576,105946,973688,463,0,"Queens Park (London)",1447,"London","London Underground",1,0,"Elizabeth Line"
"1842","KNL","Kensal Green",273166,594576,105946,973688,463,0,"Queens Park (London)",1447,"London","London Underground",1,0,"Watford DC line"
"1843","KNL","Kensal Green",273166,594576,105946,973688,463,0,"Queens Park (London)",1447,"London","London Underground",1,0,"North London Line"
"1844","KNL","Kensal Green",273166,594576,105946,973688,463,0,"Queens Park (London)",1447,"London","London Underground",1,0,"Great Western Main Line"
"1845","KNN","Kings Norton",230200,270606,174962,675768,627,0,"Birmingham New Street",1109,"West Midlands","West Midlands Trains (West Midlands Railway)",0,1,"Birmingham and Gloucester Line"
"1846","KNN","Kings Norton",230200,270606,174962,675768,627,0,"Birmingham New Street",1109,"West Midlands","West Midlands Trains (West Midlands Railway)",0,1,"St Andrews Junction to Kings Norton Line"
"1847","KNN","Kings Norton",230200,270606,174962,675768,627,0,"Birmingham New Street",1109,"West Midlands","West Midlands Trains (West Midlands Railway)",0,1,"Cross-City Line"
"1848","KNO","Knottingley",81296,46810,22316,150422,1417,0,"Leeds",8546,"Yorkshire and The Humber","Northern Trains",0,1,"Pontefract Line"
"1849","KNR","Kensal Rise",696770,1063768,438024,2198562,216,0,"West Hampstead",1448,"London","London Overground",1,0,"West Coast Main Line"
"1850","KNR","Kensal Rise",696770,1063768,438024,2198562,216,0,"West Hampstead",1448,"London","London Overground",1,0,"North London Line"
